manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Mini,Cooper,2002,127279,Nigerian used,D,Petrol,Manual,blue,1200000,19
Toyota,Camry,2002,124129,Nigerian used,C,Petrol,Automatic,silver,1242000,19
Toyota,Camry,2014,85728,Nigerian used,C,Petrol,Automatic,red,3460000,7
Mercedes-Benz,Gl450,2007,159319,Nigerian used,E,Petrol,Automatic,gold,3930000,14
Lexus,Es,2004,176206,Nigerian used,D,Petrol,Automatic,blue,1482500,17
Nissan,X-Trail,2008,130367,Nigerian used,D,Petrol,Automatic,grey,1595000,13
Land Rover,Range Rover Sport,2012,95749,Nigerian used,D,Petrol,Automatic,black,5645000,9
Volkswagen,Passat,2003,208632,Nigerian used,D,Petrol,Automatic,silver,402000,18
Hyundai,Accent,2009,142376,Nigerian used,E,Petrol,Manual,grey,682000,12
Mercedes-Benz,Cls55 Amg,2006,99744,Nigerian used,D,Petrol,Automatic,white,1707500,15
Chevrolet,Tracker,2004,143280,Nigerian used,E,Petrol,Automatic,silver,797500,17
Mercedes-Benz,G500,2003,102432,Nigerian used,C,Petrol,Automatic,black,6207500,18
Toyota,Camry,2005,88555,Foreign used,D,Petrol,Automatic,silver,2157500,16
Lexus,Es 300,2002,147544,Nigerian used,D,Petrol,Automatic,white,1914000,19
Hyundai,Sonata,2012,221823,Foreign used,C,Petrol,Automatic,silver,3845000,9
Lexus,Gx 470,2005,215546,Nigerian used,E,Petrol,Automatic,black,2250000,16
Toyota,Highlander,2012,80340,Nigerian used,E,Petrol,Automatic,black,5274000,9
Ford,Transit,1999,226715,Nigerian used,D,Petrol,Manual,white,3594000,22
Mercedes-Benz,C240,2002,79656,Nigerian used,C,Petrol,Automatic,blue,1482500,19
Kia,Rio,2007,171896,Nigerian used,D,Petrol,Manual,black,807500,14
Peugeot,406,2002,99999,Nigerian used,C,Petrol,Manual,blue,807500,19
Tata,Ace,2017,26788,Nigerian used,C,Petrol,Manual,yellow,1074000,4
Acura,Mdx,2002,228505,Nigerian used,E,Petrol,Automatic,gold,1257500,19
Honda,Accord Crosstour,2010,119548,Foreign used,C,Petrol,Automatic,white,4266000,11
Lexus,Es,2005,109774,Nigerian used,C,Petrol,Automatic,blue,1697500,16
Mercedes-Benz,Ml350,2010,102351,Nigerian used,D,Petrol,Automatic,silver,3395000,11
Mercedes-Benz,E350,2010,98169,Foreign used,C,Petrol,Automatic,blue,5946000,11
Toyota,Camry,2012,79380,Foreign used,D,Petrol,Automatic,red,4295000,9
Toyota,Rav4,2008,67198,Nigerian used,D,Petrol,Automatic,silver,2101250,13
Pontiac,G6,2007,33594,Nigerian used,C,Petrol,Automatic,silver,1802000,14
Lexus,Rx 300,2000,88287,Nigerian used,E,Petrol,Automatic,silver,1040400,21
Toyota,Sienna,2004,36751,Nigerian used,D,Petrol,Automatic,white,1130000,17
Toyota,Venza,2012,82991,Nigerian used,D,Petrol,Automatic,black,5498000,9
Mercedes-Benz,C200,2001,289577,Nigerian used,D,Petrol,Automatic,silver,863750,20
Lexus,Ls,2007,124034,Foreign used,C,Petrol,Automatic,silver,3395000,14
Ford,Edge,2010,198387,Foreign used,D,Petrol,Automatic,silver,3146000,11
Toyota,Camry,2007,182144,Nigerian used,D,Petrol,Automatic,gold,1802000,14
Nissan,Armada,2004,93279,Nigerian used,C,Petrol,Automatic,blue,1145000,17
Toyota,Highlander,2012,196343,Nigerian used,C,Petrol,Automatic,black,5610000,9
Ford,Focus,1999,162582,Nigerian used,D,Petrol,Manual,white,695000,22
Volvo,Xc90,2004,235720,Nigerian used,E,Petrol,Automatic,black,1130000,17
Honda,Pilot,2004,129183,Nigerian used,E,Petrol,Automatic,silver,920000,17
Honda,Cr-V,2006,189348,Nigerian used,C,Petrol,Manual,gold,920000,15
Toyota,Camry,2001,260866,Nigerian used,E,Petrol,Automatic,gold,695000,20
Toyota,Camry,2008,65658,Foreign used,E,Petrol,Automatic,green,3426000,13
Hyundai,Sonata,2014,51564,Nigerian used,C,Petrol,Automatic,silver,4490000,7
Honda,Pilot,2012,64183,Nigerian used,D,Petrol,Automatic,silver,4295000,9
Toyota,Venza,2013,153819,Foreign used,C,Petrol,Automatic,black,6954000,8
Volkswagen,Golf,2009,208532,Nigerian used,D,Diesel,Manual,black,570000,12
Mercedes-Benz,Ml350,2011,98327,Nigerian used,C,Petrol,Automatic,white,3957500,10
Toyota,Corolla,2010,238939,Nigerian used,C,Petrol,Automatic,black,2922000,11
Nissan,Xterra,2007,155004,Nigerian used,D,Petrol,Automatic,grey,863750,14
Land Rover,Range Rover Sport,2006,243566,Nigerian used,D,Petrol,Automatic,silver,2530000,15
Mercedes-Benz,C240,2004,235412,Nigerian used,D,Petrol,Automatic,gold,794000,17
Kia,Sportage,2009,243740,Nigerian used,D,Petrol,Automatic,black,987500,12
Kia,Rio,2009,198296,Nigerian used,D,Petrol,Manual,black,807500,12
Honda,Pilot,2005,166456,Nigerian used,D,Petrol,Automatic,black,1370000,16
Chery,Tiggo,2007,42604,Nigerian used,D,Petrol,Automatic,silver,1145000,14
Toyota,Camry,2002,233687,Nigerian used,C,Petrol,Automatic,silver,1354000,19
Honda,Civic,2003,194565,Nigerian used,E,Petrol,Manual,gold,458000,18
Honda,Accord Crosstour,2010,136222,Nigerian used,C,Petrol,Automatic,white,2720000,11
Honda,Accord,2001,9080,Nigerian used,D,Petrol,Automatic,black,470000,20
Acura,Tl,2003,123040,Nigerian used,C,Petrol,Automatic,silver,570000,18
Acura,Mdx,2007,67274,Nigerian used,E,Petrol,Automatic,wine,2495000,14
Nissan,X-Trail,1996,190887,Nigerian used,E,Petrol,Manual,grey,976250,25
Hyundai,Santa Fe,2004,201636,Nigerian used,D,Petrol,Automatic,black,906000,17
Honda,Pilot,2003,117736,Nigerian used,E,Petrol,Automatic,silver,976250,18
Chrysler,300,2006,187811,Nigerian used,E,Petrol,Automatic,black,751250,15
Ford,Focus,2012,132307,Nigerian used,C,Petrol,Automatic,silver,2326250,9
Honda,Cr-V,1998,183516,Nigerian used,E,Petrol,Automatic,red,682000,23
Ford,Edge,2007,101171,Nigerian used,D,Petrol,Automatic,red,2250000,14
Toyota,Matrix,2004,126255,Nigerian used,D,Petrol,Automatic,blue,1466000,17
Honda,Accord,2005,103850,Nigerian used,C,Petrol,Automatic,gold,751250,16
Toyota,Rav4,2002,136785,Nigerian used,E,Petrol,Automatic,black,695000,19
Toyota,Sienna,2011,140995,Foreign used,D,Petrol,Automatic,grey,4520000,10
Honda,Accord,2008,67706,Nigerian used,D,Petrol,Automatic,blue,1426250,13
Ford,Edge,2012,138185,Foreign used,C,Petrol,Automatic,grey,4378000,9
Honda,Civic,2008,246233,Nigerian used,D,Petrol Electric,Automatic,red,1130000,13
Nissan,Primera,2007,226132,Nigerian used,E,Petrol,Automatic,black,738000,14
Toyota,Highlander,2008,75782,Foreign used,C,Petrol,Automatic,black,4882500,13
Land Rover,Range Rover Sport,2010,20180,Nigerian used,D,Petrol,Automatic,black,5610000,11
Toyota,Land Cruiser,2003,113996,Nigerian used,E,Petrol,Automatic,gold,2045000,18
Honda,Accord,2000,284493,Nigerian used,D,Petrol,Automatic,gold,458000,21
Volkswagen,Passat,2012,43972,Nigerian used,C,Petrol,Automatic,black,2270000,9
Toyota,Highlander,2004,158967,Foreign used,E,Petrol,Automatic,grey,3170000,17
Nissan,Murano,2005,243953,Nigerian used,E,Petrol,Automatic,blue,906000,16
BMW,3 Series,2005,196284,Foreign used,C,Petrol,Automatic,blue,1914000,16
Toyota,Corolla,2009,97722,Nigerian used,D,Petrol,Automatic,silver,2250000,12
Toyota,Highlander,2008,175325,Foreign used,C,Petrol,Automatic,silver,5610000,13
Mercedes-Benz,C240,2001,115355,Nigerian used,C,Petrol,Automatic,silver,1482500,20
Toyota,Rav4,2006,144637,Nigerian used,E,Petrol,Automatic,white,1876250,15
Land Rover,Range Rover Sport,2011,64861,Nigerian used,D,Petrol,Automatic,black,5946000,10
Land Rover,Discovery,2006,58180,Nigerian used,C,Petrol,Automatic,black,2832500,15
Chevrolet,Epica,2007,92268,Nigerian used,D,Petrol,Automatic,silver,920000,14
Renault,Megane,2002,298958,Nigerian used,E,Petrol,Automatic,blue,514000,19
Land Rover,Range Rover Sport,2006,76760,Nigerian used,D,Petrol,Automatic,silver,2270000,15
Honda,Civic,2006,322325,Nigerian used,E,Petrol,Manual,black,751250,15
Toyota,Highlander,2009,90161,Foreign used,D,Petrol,Automatic,silver,6170000,12
Mitsubishi,L200,2013,155710,Nigerian used,D,Petrol,Manual,white,1690000,8
Hyundai,Santa Fe,2015,83508,Nigerian used,C,Petrol,Automatic,grey,5610000,6
Ford,Mondeo,2004,145824,Foreign used,D,Petrol,Automatic,silver,1191250,17
Toyota,Sienna,2011,60579,Foreign used,C,Petrol,Automatic,white,6207500,10
Toyota,Highlander,2006,181394,Nigerian used,D,Hybrid,Automatic,silver,1595000,15
Toyota,Avanza,2007,71475,Nigerian used,D,Petrol,Manual,wine,1354000,14
Toyota,Camry,2004,84755,Foreign used,D,Petrol,Automatic,silver,2270000,17
Toyota,Rav4,2011,60676,Foreign used,D,Petrol,Automatic,black,3722500,10
Honda,Civic,2007,249266,Foreign used,E,Petrol,Manual,white,1585000,14
Mercedes-Benz,C300,2011,140592,Nigerian used,C,Petrol,Automatic,grey,3395000,10
Lexus,Es 350,2008,109160,Nigerian used,E,Petrol,Automatic,black,2607500,13
Honda,Accord,2008,105320,Foreign used,D,Petrol,Automatic,silver,2607500,13
Mercedes-Benz,Ml320,1998,197865,Nigerian used,E,Petrol,Automatic,black,1145000,23
Land Rover,Lr3,2007,116020,Foreign used,E,Petrol,Automatic,black,3773200,14
Infiniti,Qx,2001,155906,Nigerian used,D,Petrol,Automatic,black,582500,20
Honda,Accord,2004,92936,Nigerian used,E,Petrol,Automatic,blue,673750,17
Tata,Ace,2017,16894,Nigerian used,C,Petrol,Manual,yellow,1074000,4
Toyota,Tundra,2008,75228,Nigerian used,D,Petrol,Automatic,grey,6770000,13
Mercedes-Benz,C230,2005,128712,Foreign used,D,Petrol,Automatic,silver,2495000,16
Honda,Pilot,2009,81223,Nigerian used,D,Petrol,Automatic,grey,3395000,12
Toyota,Camry,2003,330844,Nigerian used,D,Petrol,Automatic,grey,1242000,18
Toyota,Sienna,2006,95199,Nigerian used,E,Petrol,Automatic,silver,920000,15
Mercedes-Benz,Ml350,2006,120229,Nigerian used,C,Petrol,Automatic,black,2270000,15
Toyota,Corolla,2004,228668,Nigerian used,C,Petrol,Automatic,black,1482500,17
Toyota,Camry,2013,92318,Nigerian used,C,Petrol,Automatic,silver,5274000,8
Acura,Mdx,2007,195122,Nigerian used,D,Petrol,Automatic,black,2586000,14
Honda,Pilot,2005,186729,Nigerian used,D,Petrol,Automatic,grey,1802000,16
Toyota,Corolla,2015,88996,Foreign used,D,Petrol,Automatic,grey,4042000,6
Hyundai,Elantra,2008,268207,Nigerian used,D,Petrol,Automatic,red,1201250,13
Toyota,Rav4,2007,122924,Nigerian used,E,Petrol,Automatic,white,2250000,14
Ford,Edge,2013,110619,Foreign used,C,Petrol,Automatic,black,4378000,8
Lexus,Es 350,2007,81341,Foreign used,D,Petrol,Automatic,grey,2382500,14
Mercedes-Benz,E500,2002,190826,Nigerian used,E,Petrol,Automatic,blue,1690000,19
Ford,Edge,2014,111996,Nigerian used,C,Petrol,Automatic,silver,3370000,7
Toyota,Rav4,2002,88774,Nigerian used,C,Petrol,Automatic,silver,1820000,19
Nissan,Pathfinder,2007,28203,Nigerian used,C,Petrol,Automatic,red,1707500,14
Nissan,Pathfinder,2001,226359,Nigerian used,E,Petrol,Automatic,gold,424400,20
Acura,Tl,2009,77865,Foreign used,C,Petrol,Automatic,grey,4295000,12
Ford,Edge,2011,76902,Nigerian used,C,Petrol,Automatic,black,3930000,10
GAC,GS5,2016,39874,Nigerian used,C,Petrol,Automatic,red,5645000,5
Lexus,Gx470,2004,154798,Nigerian used,D,Petrol,Automatic,silver,2720000,17
Mercedes-Benz,E320,2003,203689,Nigerian used,E,Petrol,Automatic,gold,638750,18
Land Rover,Range Rover Vogue,2012,88948,Nigerian used,D,Petrol,Automatic,white,6770000,9
Ford,Fusion,2009,180463,Nigerian used,D,Petrol,Automatic,silver,2495000,12
Toyota,Sienna,2002,238921,Nigerian used,D,Petrol,Automatic,silver,1032500,19
Toyota,Camry,2008,180345,Nigerian used,D,Petrol,Automatic,grey,1820000,13
Toyota,Camry,2000,321220,Nigerian used,D,Petrol,Manual,silver,638750,21
Toyota,Camry,2009,172719,Foreign used,C,Petrol,Automatic,grey,3057500,12
Ford,Escape,2004,338498,Nigerian used,D,Petrol,Automatic,blue,638750,17
Toyota,Corolla,2006,254429,Nigerian used,D,Petrol,Automatic,black,1707500,15
Acura,Mdx,2009,128301,Nigerian used,E,Petrol,Automatic,black,2270000,12
Ford,Taurus,2013,130089,Nigerian used,C,Petrol,Automatic,black,2720000,8
Toyota,Camry,2006,125375,Foreign used,D,Petrol,Automatic,black,2045000,15
Mercedes-Benz,C180,2002,135508,Foreign used,D,Petrol,Automatic,silver,1802000,19
Mercedes-Benz,Ml320,1999,91088,Nigerian used,C,Petrol,Automatic,silver,1707500,22
Mitsubishi,Pajero,2008,162086,Nigerian used,E,Petrol,Automatic,white,2382500,13
Lexus,Rx 330,2004,207809,Nigerian used,D,Petrol,Automatic,grey,4042000,17
Toyota,Corolla,2008,137772,Nigerian used,E,Petrol,Manual,black,920000,13
Pontiac,Vibe,2004,213371,Foreign used,D,Petrol,Automatic,grey,1876250,17
Nissan,Primera,2003,147161,Nigerian used,E,Petrol,Automatic,silver,582500,18
Toyota,Corolla,2008,186590,Nigerian used,D,Petrol,Automatic,black,2157500,13
Nissan,Murano,2004,218311,Nigerian used,D,Petrol,Automatic,gold,661250,17
Peugeot,807,2001,220372,Foreign used,D,Petrol,Automatic,blue,1914000,20
Mitsubishi,Lancer,2008,136642,Nigerian used,D,Petrol,Automatic,black,1022500,13
Honda,Accord,1998,215038,Nigerian used,E,Petrol,Automatic,silver,460000,23
Ford,Transit,1999,217761,Nigerian used,E,Diesel,Manual,red,1522000,22
Kia,Optima,2012,158707,Foreign used,C,Petrol,Automatic,red,3594000,9
Acura,Mdx,2007,62591,Nigerian used,D,Petrol,Automatic,grey,2586000,14
Toyota,Corolla,2009,52329,Nigerian used,E,Petrol,Manual,black,1212500,12
Honda,Pilot,2005,194379,Nigerian used,D,Petrol,Automatic,black,1018000,16
Lexus,Rx 300,1999,145376,Foreign used,D,Petrol,Automatic,white,2045000,22
Hyundai,Sonata,2009,139111,Nigerian used,D,Petrol,Automatic,silver,1032500,12
Renault,Laguna,2004,152082,Nigerian used,D,Petrol,Manual,silver,570000,17
Hyundai,Veloster,2014,29211,Nigerian used,B,Petrol,Automatic,silver,3594000,7
Lexus,Es,2004,110203,Nigerian used,C,Petrol,Automatic,wine,1988750,17
Mercedes-Benz,Gl450,2008,78374,Nigerian used,D,Petrol,Automatic,black,2832500,13
Toyota,Camry,2007,84297,Nigerian used,C,Petrol,Automatic,silver,2082000,14
Toyota,Camry,2003,80191,Nigerian used,C,Petrol,Automatic,blue,1707500,18
Hyundai,Sonata,2011,173531,Foreign used,C,Petrol,Automatic,black,3057500,10
Toyota,Highlander,2002,99451,Nigerian used,C,Petrol,Automatic,gold,2157500,19
Peugeot,408,2011,159054,Nigerian used,D,Petrol,Automatic,grey,1466000,10
Toyota,Sienna,2000,225843,Nigerian used,C,Petrol,Automatic,white,1578000,21
Volkswagen,Sharan,2002,261009,Nigerian used,D,Petrol,Automatic,black,906000,19
Toyota,4Runner,2004,127084,Nigerian used,D,Petrol,Automatic,blue,2026000,17
Isuzu,Rodeo,2002,73840,Nigerian used,E,Petrol,Automatic,black,685000,19
Honda,Accord,2006,211384,Nigerian used,D,Hybrid,Automatic,silver,1145000,15
Toyota,Sienna,2008,220352,Foreign used,C,Petrol,Automatic,blue,3113750,13
Mercedes-Benz,Ml350,2004,107505,Nigerian used,D,Petrol,Automatic,black,1690000,17
Toyota,Camry,2007,184030,Nigerian used,D,Petrol,Automatic,gold,1820000,14
Kia,Rio,2009,65121,Nigerian used,C,Petrol,Manual,black,794000,12
Nissan,Pathfinder,2002,173928,Nigerian used,E,Petrol,Automatic,black,582500,19
Toyota,Corolla,2014,116482,Foreign used,C,Petrol,Automatic,grey,5307500,7
Hyundai,Sonata,2011,172738,Foreign used,C,Petrol,Automatic,gold,3594000,10
Mercedes-Benz,C300,2008,195499,Nigerian used,E,Petrol,Automatic,black,2382500,13
Nissan,Almera,2012,89573,Nigerian used,D,Petrol,Automatic,black,1802000,9
Toyota,Rav4,2013,94106,Foreign used,C,Petrol,Automatic,black,6750000,8
Honda,Cr-V,2007,136202,Nigerian used,D,Petrol,Automatic,red,1690000,14
Toyota,Corolla,2016,90152,Foreign used,C,Petrol,Automatic,grey,5050000,5
Toyota,Camry,2007,196060,Foreign used,C,Petrol,Automatic,silver,2922000,14
Mercedes-Benz,C300,2008,314385,Nigerian used,C,Petrol,Automatic,black,3620000,13
Volkswagen,Passat,1998,86851,Nigerian used,D,Petrol,Automatic,blue,638750,23
Toyota,Matrix,2004,149874,Nigerian used,C,Petrol,Automatic,grey,1595000,17
Honda,Pilot,2012,95709,Nigerian used,D,Petrol,Automatic,black,2800000,9
Honda,Accord,2008,124089,Nigerian used,D,Petrol,Automatic,grey,1242000,13
Toyota,Corolla,2006,175172,Nigerian used,D,Petrol,Automatic,silver,1482500,15
Chrysler,Town & Country,2001,208833,Nigerian used,D,Petrol,Automatic,ash,863750,20
Volkswagen,Passat,2010,143153,Foreign used,E,Petrol,Automatic,black,3395000,11
Toyota,Highlander,2011,22589,Nigerian used,C,Petrol,Automatic,red,5760000,10
Honda,Civic,2008,141454,Nigerian used,E,Petrol,Automatic,grey,1802000,13
Toyota,Rav4,2010,29522,Nigerian used,C,Petrol,Automatic,silver,3034000,11
Peugeot,408,2011,71525,Nigerian used,D,Petrol,Automatic,grey,1482500,10
Nissan,Rogue,2015,82908,Nigerian used,D,Petrol,Automatic,grey,1763750,6
Mercedes-Benz,C300,2008,136312,Foreign used,C,Petrol,Automatic,black,3947500,13
Chrysler,Town,2002,174161,Nigerian used,E,Petrol,Automatic,red,582500,19
Honda,Cr-V,2005,208387,Foreign used,E,Petrol,Automatic,grey,1634000,16
Hyundai,Santa Fe,2004,213245,Nigerian used,D,Petrol,Automatic,black,976250,17
Toyota,Sienna,1998,185156,Nigerian used,D,Petrol,Automatic,green,626000,23
Honda,Civic,2012,107736,Nigerian used,C,Petrol,Automatic,blue,2810000,9
Mercedes-Benz,Gl450,2007,37678,Nigerian used,D,Petrol,Automatic,grey,3168400,14
Toyota,Avensis,2005,147679,Nigerian used,C,Petrol,Automatic,black,1130000,16
Toyota,Avalon,2000,205161,Nigerian used,D,Petrol,Automatic,red,863750,21
BMW,320i,2008,200021,Nigerian used,E,Petrol,Automatic,blue,976250,13
Toyota,Camry,2002,280900,Nigerian used,D,Petrol,Automatic,red,863750,19
Toyota,Matrix,2006,164133,Nigerian used,E,Petrol,Automatic,silver,1482500,15
Toyota,Camry,2009,65936,Nigerian used,D,Petrol,Automatic,green,2495000,12
Mercedes-Benz,E350,2010,141968,Nigerian used,C,Petrol,Automatic,black,5610000,11
Ford,Edge,2011,117753,Nigerian used,D,Petrol,Automatic,grey,3930000,10
Chrysler,Sebring,2005,244274,Nigerian used,D,Petrol,Automatic,grey,794000,16
Toyota,Corolla,2003,190273,Nigerian used,E,Petrol,Automatic,blue,1578000,18
Kia,Sorento,2012,57042,Nigerian used,C,Petrol,Automatic,blue,2045000,9
Mazda,3,2007,212814,Nigerian used,C,Petrol,Automatic,black,1707500,14
Honda,Accord,2006,124011,Nigerian used,D,Petrol,Automatic,silver,976250,15
Mazda,Cx-7,2007,218967,Foreign used,D,Petrol,Automatic,silver,2270000,14
Toyota,Camry,2012,107988,Nigerian used,D,Petrol,Automatic,red,3957500,9
Pontiac,Vibe,2009,189092,Nigerian used,C,Petrol,Automatic,red,2213750,12
Kia,Cerato,2009,149641,Nigerian used,D,Petrol,Automatic,wine,816400,12
Kia,Sorento,2012,45016,Nigerian used,C,Petrol,Automatic,grey,2270000,9
Toyota,Corolla,2010,110126,Foreign used,E,Petrol,Automatic,silver,3090000,11
Hyundai,Santa Fe,2004,204599,Nigerian used,D,Petrol,Automatic,black,682000,17
Kia,Sorento,2005,191198,Nigerian used,E,Petrol,Automatic,gold,962000,16
Mercedes-Benz,Ml350,2006,155000,Foreign used,C,Petrol,Automatic,grey,4378000,15
Ford,Explorer,2011,121924,Nigerian used,D,Petrol,Automatic,black,3370000,10
Honda,Pilot,2009,120065,Nigerian used,D,Petrol,Automatic,red,2270000,12
Toyota,Camry,2012,100955,Foreign used,C,Petrol,Automatic,white,4745000,9
licoln,continental,2007,247300,Foreign used,D,Petrol,Automatic,white,3170000,14
Honda,Pilot,2003,289585,Foreign used,E,Petrol,Automatic,silver,1707500,18
Honda,Cr-V,2008,183803,Foreign used,D,Petrol,Automatic,silver,4266000,13
Mercedes-Benz,C300,2013,58254,Foreign used,B,Petrol,Automatic,grey,5645000,8
Toyota,Highlander,2003,149895,Foreign used,D,Petrol,Automatic,silver,3034000,18
Toyota,Camry,2009,50322,Foreign used,D,Petrol,Automatic,gold,3170000,12
Mazda,6,2005,185550,Foreign used,C,Petrol,Automatic,blue,1460000,16
Toyota,Avalon,2006,192003,Foreign used,D,Petrol,Automatic,silver,2474000,15
Toyota,Tacoma,2006,65570,Foreign used,E,Petrol,Automatic,blue,5050000,15
Toyota,Sienna,2011,88187,Foreign used,D,Petrol,Automatic,grey,5870000,10
Honda,Element,2008,123351,Nigerian used,C,Petrol,Automatic,wine,1247500,13
Pontiac,Vibe,2005,287116,Nigerian used,D,Petrol,Automatic,gold,1298000,16
Toyota,Corolla,2006,150548,Nigerian used,D,Petrol,Automatic,blue,1595000,15
Volkswagen,Touareg,2005,109478,Nigerian used,E,Petrol,Automatic,grey,1130000,16
Subaru,Legacy,2008,239589,Foreign used,C,Petrol,Automatic,grey,2607500,13
Ford,Freestyle,2007,171010,Foreign used,C,Petrol,Automatic,black,2045000,14
Infiniti,G,2010,145301,Nigerian used,D,Petrol,Automatic,grey,3930000,11
Toyota,Corolla,2014,152328,Nigerian used,C,Petrol,Automatic,grey,4520000,7
Nissan,Maxima,1999,139341,Nigerian used,E,Petrol,Automatic,black,402000,22
Kia,Cerato,2007,115188,Nigerian used,E,Petrol,Manual,silver,626000,14
Lexus,Gs 300,2006,115978,Foreign used,C,Petrol,Automatic,black,3620000,15
Toyota,Camry,2012,76107,Foreign used,E,Petrol,Automatic,grey,4070000,9
Honda,Cr-V,1997,212006,Nigerian used,D,Petrol,Automatic,red,695000,24
Toyota,Corolla,2003,241993,Nigerian used,E,Petrol,Automatic,black,1634000,18
Toyota,Camry,2002,164112,Nigerian used,C,Petrol,Automatic,silver,1370000,19
Peugeot,406,1998,275002,Nigerian used,D,Petrol,Manual,silver,738000,23
Mercedes-Benz,Ml350,2005,154204,Nigerian used,E,Petrol,Automatic,black,1585000,16
Renault,Duster,2004,84117,Nigerian used,D,Petrol,Automatic,blue,976250,17
BMW,X5,2010,66679,Nigerian used,D,Petrol,Automatic,black,2474000,11
Mitsubishi,L200,2012,265678,Nigerian used,C,Petrol,Manual,white,1595000,9
Lexus,Rx 300,2000,135864,Foreign used,E,Petrol,Automatic,grey,2250000,21
Honda,Civic,2003,151398,Nigerian used,C,Petrol,Automatic,black,794000,18
Toyota,Camry,2011,323942,Nigerian used,C,Petrol,Automatic,black,2495000,10
Toyota,Highlander,2001,185509,Nigerian used,C,Petrol,Automatic,green,1802000,20
Honda,Accord,2004,266230,Nigerian used,D,Petrol,Manual,green,827600,17
