manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Audi,A6,2006,97355,Nigerian used,D,Petrol,Automatic,blue,1145000,15
Toyota,Corolla,2011,167684,Nigerian used,D,Petrol,Automatic,black,1528750,10
Lexus,Es 300,2003,205043,Foreign used,C,Petrol,Automatic,black,2270000,18
BMW,7 Series,2003,188756,Nigerian used,E,Petrol,Automatic,blue,2810000,18
Toyota,Matrix,2004,235561,Nigerian used,C,Petrol,Automatic,blue,1522000,17
Mercedes-Benz,C300,2009,192246,Foreign used,C,Petrol,Automatic,grey,4295000,12
Ford,Explorer,2002,265138,Nigerian used,D,Petrol,Automatic,green,797500,19
Mercedes-Benz,E350,2012,48701,Nigerian used,C,Petrol,Automatic,white,6207500,9
Honda,Odyssey,2006,216052,Nigerian used,C,Petrol,Automatic,black,1100000,15
Toyota,Corolla,2009,169180,Foreign used,C,Petrol,Automatic,grey,2832500,12
Toyota,Highlander,2006,85602,Nigerian used,C,Petrol,Automatic,grey,3057500,15
Kia,Rio,2011,118481,Nigerian used,D,Petrol,Manual,black,751250,10
Toyota,Sequoia,2005,187533,Nigerian used,D,Petrol,Automatic,black,1242000,16
Mercedes-Benz,C300,2009,157093,Foreign used,C,Petrol,Automatic,black,4745000,12
Nissan,Quest,2000,120213,Nigerian used,D,Petrol,Automatic,green,470000,21
Lexus,Rx 330,2004,106827,Nigerian used,C,Petrol,Automatic,silver,2832500,17
Honda,Accord,2003,182420,Nigerian used,D,Petrol,Automatic,grey,939600,18
Toyota,Camry,2008,102654,Nigerian used,C,Petrol,Automatic,red,2045000,13
Acura,Mdx,2009,126288,Nigerian used,C,Petrol,Automatic,grey,1690000,12
Hyundai,Accent,2008,148113,Nigerian used,E,Petrol,Manual,black,402000,13
BMW,X1,2004,182383,Nigerian used,E,Petrol,Automatic,blue,570000,17
Toyota,Highlander,2004,168621,Nigerian used,C,Petrol,Automatic,black,1595000,17
Lexus,GS 350,2008,191411,Foreign used,D,Petrol,Automatic,black,3706000,13
Nissan,NV350,2013,111111,Nigerian used,E,Petrol,Manual,white,2810000,8
Toyota,Sienna,2004,303483,Nigerian used,E,Petrol,Automatic,gold,1354000,17
Acura,Rdx,2008,166360,Nigerian used,D,Petrol,Automatic,black,3594000,13
Toyota,Tundra,2005,116676,Foreign used,C,Petrol,Automatic,grey,5050000,16
Toyota,Land Cruiser Prado,2006,75105,Nigerian used,D,Petrol,Automatic,black,4042000,15
Lexus,Is 250,2006,88840,Nigerian used,D,Petrol,Automatic,grey,2810000,15
Toyota,Camry,2007,119036,Nigerian used,C,Petrol,Automatic,silver,1914000,14
Toyota,Avensis,2007,131813,Nigerian used,D,Petrol,Automatic,silver,906000,14
Nissan,Pathfinder,2002,178682,Nigerian used,D,Petrol,Automatic,gold,695000,19
Toyota,Sienna,2001,306899,Nigerian used,C,Petrol,Automatic,red,1690000,20
Toyota,Highlander,2004,183618,Nigerian used,D,Petrol,Automatic,gold,1820000,17
Toyota,Sequoia,2004,96606,Nigerian used,D,Petrol,Automatic,black,1018000,17
Honda,Pilot,2006,110130,Foreign used,D,Petrol,Automatic,silver,2832500,15
Honda,Odyssey,2004,254028,Nigerian used,E,Petrol,Automatic,grey,582500,17
Toyota,Corolla,2004,101212,Foreign used,E,Petrol,Automatic,silver,2157500,17
BMW,X5,2009,122246,Nigerian used,E,Petrol,Automatic,black,2832500,12
Kia,Cerato,2012,91579,Nigerian used,D,Petrol,Automatic,black,2270000,9
Honda,Accord,2014,110491,Nigerian used,D,Petrol,Automatic,white,3395000,7
Toyota,Camry,2015,153448,Foreign used,D,Petrol,Automatic,black,5386000,6
Lexus,Rx 350,2009,188027,Nigerian used,C,Petrol,Automatic,grey,3113750,12
Ford,Ranger,2012,167314,Nigerian used,C,Petrol,Manual,black,3732500,9
BMW,X5,2005,162812,Nigerian used,D,Petrol,Automatic,silver,1022500,16
Toyota,Corolla,2006,275511,Nigerian used,D,Petrol,Manual,black,863750,15
Lexus,Es 350,2007,113346,Nigerian used,C,Petrol,Automatic,black,3957500,14
Lexus,Es,2005,102119,Foreign used,C,Petrol,Automatic,black,2945000,16
Honda,Accord,2015,64860,Foreign used,E,Petrol,Automatic,white,5082500,6
Toyota,Camry,2000,96556,Nigerian used,D,Petrol,Automatic,green,863750,21
Toyota,Corolla,2015,46221,Foreign used,D,Petrol,Automatic,grey,6545000,6
Honda,Cr-V,2011,120958,Foreign used,E,Petrol,Automatic,black,3610000,10
Toyota,Hilux,2008,148044,Nigerian used,D,Petrol,Manual,white,3057500,13
Honda,Accord,2013,43546,Nigerian used,D,Petrol,Automatic,grey,5082500,8
Toyota,Camry,2003,306395,Nigerian used,D,Petrol,Automatic,blue,1370000,18
Honda,Accord,2013,52056,Nigerian used,C,Petrol,Automatic,black,3957500,8
Toyota,Corolla,1998,195611,Nigerian used,D,Petrol,Manual,blue,672500,23
Toyota,Highlander,2008,182940,Foreign used,C,Petrol,Automatic,silver,4970000,13
Ford,Escape,2009,263125,Foreign used,E,Petrol,Automatic,black,2832500,12
Hyundai,Ix35,2011,118581,Nigerian used,C,Petrol,Automatic,grey,1932500,10
Lexus,Rx 300,2001,110768,Nigerian used,D,Petrol,Automatic,silver,1145000,20
Lexus,Rx 300,2001,219518,Nigerian used,D,Petrol,Automatic,silver,1595000,20
Toyota,Corolla,2003,271284,Foreign used,C,Petrol,Automatic,white,2157500,18
Mercedes-Benz,C240,2002,150243,Foreign used,C,Petrol,Automatic,black,1032500,19
Mercedes-Benz,ML430,1999,271311,Nigerian used,D,Petrol,Automatic,red,807500,22
Suzuki,Grand Vitara,2009,119448,Nigerian used,D,Petrol,Automatic,silver,1538750,12
Honda,Pilot,2012,131346,Nigerian used,C,Petrol,Automatic,black,4520000,9
Toyota,Camry,2002,2908,Nigerian used,D,Petrol,Automatic,blue,1145000,19
Toyota,Camry,2009,85257,Nigerian used,C,Petrol,Automatic,grey,2663750,12
Volkswagen,CC,2013,71244,Nigerian used,C,Petrol,Automatic,grey,2935000,8
Saturn,VUE,2007,159324,Foreign used,C,Petrol,Automatic,silver,2101250,14
Nissan,Armada,2004,159061,Nigerian used,D,Petrol,Automatic,grey,1145000,17
Honda,Cr-V,1999,169543,Nigerian used,E,Petrol,Automatic,silver,751250,22
Toyota,Matrix,2004,125888,Nigerian used,E,Petrol,Automatic,yellow,1392500,17
Hyundai,Sonata,2011,146206,Foreign used,C,Petrol,Automatic,blue,2832500,10
Lexus,Rx 330,2005,154341,Nigerian used,D,Petrol,Automatic,black,3170000,16
Lexus,Rx 300,1999,143810,Nigerian used,D,Petrol,Automatic,gold,1191250,22
Honda,Accord,2003,109738,Nigerian used,D,Petrol,Automatic,black,582500,18
Honda,Accord Crosstour,2010,125624,Nigerian used,D,Petrol,Automatic,silver,2270000,11
Toyota,Corolla,2003,39936,Nigerian used,C,Petrol,Automatic,beige,1426250,18
Toyota,Yaris,2013,181142,Nigerian used,C,Petrol,Manual,black,1595000,8
Toyota,Camry,2007,111509,Nigerian used,D,Petrol,Automatic,red,1595000,14
Kia,Cerato,2013,134758,Nigerian used,C,Petrol,Automatic,blue,2045000,8
Ford,Edge,2008,224799,Nigerian used,C,Petrol,Automatic,wine,2035000,13
Honda,Accord,2011,90062,Nigerian used,D,Petrol,Automatic,silver,1482500,10
Dodge,Ram,2005,119210,Nigerian used,E,Petrol,Automatic,grey,1482500,16
Honda,Accord,1998,250836,Nigerian used,E,Petrol,Automatic,green,313750,23
Toyota,Corolla,2012,13975,Foreign used,B,Petrol,Automatic,black,4295000,9
Toyota,Camry,2009,68905,Nigerian used,D,Petrol,Automatic,black,2213750,12
Honda,Accord,2013,115698,Nigerian used,E,Petrol,Automatic,grey,3732500,8
Peugeot,308,2008,219073,Nigerian used,C,Petrol,Automatic,silver,1257500,13
Honda,Accord,2009,181181,Foreign used,C,Petrol,Automatic,black,2832500,12
Mercedes-Benz,R350,2009,195219,Foreign used,C,Petrol,Automatic,white,3385000,12
Mercedes-Benz,E500,2004,138063,Nigerian used,D,Petrol,Automatic,black,1707500,17
Hyundai,Santa Fe,2012,67456,Nigerian used,C,Petrol,Automatic,silver,2260000,9
Mercedes-Benz,Ml350,2002,190198,Nigerian used,D,Petrol,Automatic,black,572500,19
Honda,Accord,2008,143811,Nigerian used,C,Petrol,Automatic,white,1257500,13
Toyota,Camry,2010,117360,Foreign used,C,Petrol,Automatic,silver,3057500,11
Renault,Logan,2013,47833,Nigerian used,D,Petrol,Manual,black,695000,8
Honda,Accord,2009,122632,Nigerian used,C,Petrol,Automatic,black,3845000,12
Land Rover,Range Rover Sport,2006,60229,Nigerian used,D,Petrol,Automatic,blue,2832500,15
Peugeot,406,2002,99999,Nigerian used,D,Petrol,Manual,blue,1472500,19
Peugeot,308,2008,138989,Nigerian used,C,Petrol,Automatic,black,1707500,13
Land Rover,Lr2,2008,146207,Foreign used,D,Petrol,Automatic,gold,3160000,13
Toyota,Corolla,2016,35498,Foreign used,D,Petrol,Automatic,grey,6432500,5
Jaguar,S-Type,1999,132138,Nigerian used,C,Petrol,Automatic,black,920000,22
Lexus,Es 350,2011,103295,Nigerian used,D,Petrol,Automatic,grey,3395000,10
Toyota,Corolla,2017,40070,Nigerian used,B,Petrol,Duplex,blue,6207500,4
Toyota,Corolla,2014,193566,Nigerian used,C,Petrol,Duplex,black,3957500,7
Toyota,Highlander,2008,127260,Nigerian used,C,Petrol,Automatic,black,4520000,13
Audi,A4,2007,128727,Foreign used,E,Petrol,Automatic,silver,1707500,14
Toyota,Corolla,2014,134789,Nigerian used,C,Petrol,Automatic,silver,3957500,7
Toyota,Corolla,2014,103696,Nigerian used,C,Petrol,Automatic,black,3957500,7
Ford,Escape,2008,192120,Nigerian used,D,Petrol,Automatic,red,1482500,13
Hyundai,Creta,2016,73731,Nigerian used,C,Petrol,Automatic,silver,6770000,5
Toyota,Corolla,2014,117793,Nigerian used,C,Petrol,Automatic,black,3957500,7
Nissan,Pathfinder,2001,165828,Nigerian used,E,Petrol,Automatic,green,920000,20
Toyota,Rav4,2007,112226,Foreign used,C,Petrol,Automatic,gold,3507500,14
Infiniti,Qx,2003,176889,Nigerian used,E,Petrol,Automatic,brown,797500,18
Toyota,HiAce,2005,200932,Nigerian used,E,Petrol,Automatic,black,3395000,16
Kia,Optima,2010,85664,Foreign used,C,Petrol,Automatic,silver,2382500,11
Hyundai,Creta,2016,62275,Nigerian used,C,Petrol,Automatic,blue,6207500,5
Toyota,Corolla,2014,173854,Nigerian used,D,Petrol,Duplex,silver,3957500,7
Toyota,Corolla,2014,159948,Nigerian used,C,Petrol,Duplex,silver,3957500,7
Honda,Civic,2010,164378,Nigerian used,D,Petrol,Automatic,grey,1032500,11
Honda,Civic,2011,82706,Nigerian used,C,Petrol,Automatic,black,2832500,10
Honda,Accord,2003,117234,Nigerian used,C,Petrol,Automatic,black,695000,18
Ford,Escape,2014,44655,Nigerian used,C,Petrol,Automatic,silver,5645000,7
Honda,Pilot,2008,173255,Nigerian used,D,Petrol,Automatic,red,1707500,13
Nissan,Maxima,2001,326952,Nigerian used,E,Petrol,Automatic,blue,582500,20
Lexus,Es 350,2009,93497,Nigerian used,C,Petrol,Automatic,red,3385000,12
Mercedes-Benz,C180,2001,316665,Nigerian used,E,Petrol,Automatic,silver,920000,20
Ford,Escape,2008,201082,Foreign used,C,Petrol,Automatic,grey,2607500,13
Acura,Mdx,2004,182161,Nigerian used,D,Petrol,Automatic,gold,1145000,17
Toyota,Highlander,2002,106334,Nigerian used,D,Petrol,Automatic,silver,1707500,19
Mercedes-Benz,C350,2010,122657,Nigerian used,C,Petrol,Automatic,brown,3620000,11
Toyota,Camry,2003,109262,Nigerian used,E,Petrol,Automatic,brown,1032500,18
Mercedes-Benz,Gl450,2008,122222,Foreign used,C,Petrol,Automatic,green,6545000,13
Lexus,Is 250,2008,212670,Foreign used,C,Petrol,Automatic,black,2832500,13
Mercedes-Benz,E320,2003,72855,Nigerian used,D,Petrol,Automatic,silver,1257500,18
Honda,Accord,2008,92502,Nigerian used,C,Petrol,Automatic,silver,1763750,13
Mazda,Cx-7,2009,194538,Nigerian used,C,Petrol,Automatic,black,2270000,12
Honda,Accord,2004,77495,Nigerian used,C,Petrol,Automatic,black,998750,17
Mercedes-Benz,Ml500,2006,82908,Nigerian used,E,Petrol,Automatic,black,2832500,15
Toyota,Highlander,2003,126459,Foreign used,D,Petrol,Automatic,black,3170000,18
Mazda,323,2000,288530,Nigerian used,E,Petrol,Manual,blue,807500,21
Chrysler,300,2010,48241,Nigerian used,C,Petrol,Automatic,white,1595000,11
Honda,Pilot,2007,79873,Foreign used,E,Petrol,Automatic,black,1763750,14
BMW,7 Series,2009,82742,Foreign used,D,Petrol,Automatic,black,6770000,12
Land Rover,Range Rover Sport,2008,65687,Nigerian used,D,Petrol,Automatic,red,4182500,13
Acura,Mdx,2010,57429,Foreign used,E,Petrol,Automatic,red,3957500,11
Mercedes-Benz,C350,2009,77475,Nigerian used,C,Petrol,Automatic,grey,3395000,12
Mercedes-Benz,E350,2006,295335,Nigerian used,E,Petrol,Automatic,grey,1370000,15
Honda,Accord Crosstour,2010,109898,Nigerian used,C,Petrol,Automatic,grey,2382500,11
Toyota,Sequoia,2001,235487,Nigerian used,D,Petrol,Automatic,red,751250,20
BMW,5 Series,2008,69211,Nigerian used,E,Petrol,Automatic,black,2822500,13
Mazda,Mpv,2001,225720,Nigerian used,D,Petrol,Automatic,silver,861625,20
Toyota,Camry,2012,141048,Foreign used,D,Petrol,Automatic,black,4520000,9
Toyota,Highlander,2002,157329,Nigerian used,D,Petrol,Automatic,silver,1482500,19
Acura,Mdx,2012,76943,Nigerian used,C,Petrol,Automatic,black,3957500,9
Land Rover,Lr3,2006,164373,Nigerian used,D,Petrol,Automatic,black,1707500,15
Kia,Rio,2018,45846,Nigerian used,C,Petrol,Automatic,red,3957500,3
Toyota,Corolla,2010,345675,Nigerian used,C,Petrol,Automatic,grey,2382500,11
Hyundai,I10,2011,188400,Nigerian used,D,Petrol,Manual,silver,526250,10
Suzuki,Swift,2012,38973,Nigerian used,C,Petrol,Automatic,red,2270000,9
Hyundai,Sonata,2011,76696,Nigerian used,D,Petrol,Automatic,red,3226250,10
Toyota,Venza,2013,48789,Foreign used,E,Petrol,Automatic,red,5645000,8
Ford,Explorer,2013,271555,Nigerian used,E,Petrol,Automatic,white,3957500,8
Lexus,Rx 300,2001,97519,Nigerian used,C,Petrol,Automatic,black,1426250,20
Honda,Accord,2008,101546,Nigerian used,D,Petrol,Automatic,red,920000,13
Lexus,Rx 350,2010,91297,Nigerian used,C,Petrol,Automatic,black,6095000,11
Toyota,Sienna,2000,198003,Nigerian used,E,Petrol,Automatic,green,976250,21
Honda,Accord,1992,254221,Nigerian used,E,Petrol,Automatic,red,291250,29
Land Rover,Range Rover Sport,2010,74345,Nigerian used,C,Petrol,Automatic,white,3395000,11
Toyota,Camry,2012,83009,Nigerian used,D,Petrol,Automatic,black,3620000,9
Nissan,Pathfinder,2000,234628,Nigerian used,C,Petrol,Manual,grey,807500,21
Mercedes-Benz,E200,2002,166031,Nigerian used,E,Petrol,Automatic,blue,920000,19
Toyota,Camry,2007,146446,Nigerian used,D,Petrol,Automatic,blue,2270000,14
Dodge,Charger,2012,150076,Foreign used,C,Petrol,Automatic,blue,4295000,9
Honda,Accord,2006,280059,Foreign used,C,Petrol,Automatic,grey,1595000,15
Toyota,Sienna,2005,207319,Nigerian used,C,Petrol,Automatic,gold,2270000,16
Lexus,Es 350,2011,90017,Nigerian used,E,Petrol,Automatic,grey,3930000,10
Lexus,Gx470,2004,212852,Foreign used,C,Petrol,Automatic,blue,3732500,17
Honda,Pilot,2013,90164,Foreign used,D,Petrol,Automatic,grey,5070000,8
Peugeot,206,2004,96915,Nigerian used,D,Petrol,Manual,black,807500,17
Mercedes-Benz,C240,2005,194340,Foreign used,B,Petrol,Automatic,black,3170000,16
Hyundai,Elantra,2013,148549,Nigerian used,C,Petrol,Automatic,brown,2270000,8
Ford,Ranger,2010,113588,Nigerian used,E,Diesel,Manual,silver,1932500,11
Lexus,Rx 300,2005,123130,Nigerian used,C,Petrol,Automatic,black,3395000,16
Nissan,Sunny,2006,283212,Nigerian used,D,Petrol,Automatic,white,751250,15
Toyota,Sequoia,2003,119905,Nigerian used,D,Petrol,Automatic,silver,2270000,18
Honda,Accord,2006,148309,Nigerian used,D,Petrol,Automatic,black,920000,15
Kia,Cerato,2011,147323,Nigerian used,D,Petrol,Automatic,black,830000,10
Infiniti,Fx,2003,183420,Nigerian used,E,Petrol,Automatic,white,1145000,18
Hyundai,Sonata,2011,132590,Nigerian used,C,Petrol,Automatic,silver,2945000,10
Toyota,Highlander,2003,334769,Nigerian used,D,Petrol,Automatic,blue,1595000,18
Mercedes-Benz,C300,2012,531,Nigerian used,E,Petrol,Automatic,white,2832500,9
Mercedes-Benz,Ml63 Amg,2008,102118,Nigerian used,D,Petrol,Automatic,black,3957500,13
Hyundai,Accent,2008,198948,Nigerian used,E,Petrol,Manual,blue,413750,13
Nissan,Pathfinder,2007,99267,Foreign used,C,Petrol,Automatic,black,1820000,14
Kia,Sedona,2010,217825,Foreign used,C,Petrol,Automatic,white,1707500,11
Audi,Q7,2011,97186,Nigerian used,C,Petrol,Automatic,black,3957500,10
Ford,Windstar,2003,176974,Foreign used,C,Petrol,Automatic,black,1257500,18
Toyota,Camry,2011,109181,Nigerian used,D,Petrol,Automatic,red,2495000,10
Land Rover,Lr4,2010,103699,Nigerian used,E,Petrol,Automatic,white,2832500,11
Nissan,Xterra,2003,222636,Nigerian used,E,Petrol,Automatic,silver,661250,18
Honda,Accord,2008,60729,Nigerian used,D,Petrol,Automatic,silver,1497125,13
Honda,Accord,1997,180438,Nigerian used,D,Petrol,Automatic,green,413750,24
Volkswagen,Passat,2010,120733,Nigerian used,D,Petrol,Automatic,brown,2270000,11
Mitsubishi,Pajero,2011,198267,Nigerian used,D,Petrol,Automatic,green,3170000,10
Suzuki,Sx4,1999,112654,Nigerian used,E,Petrol,Automatic,yellow,807500,22
Honda,Accord,2008,132175,Nigerian used,E,Petrol,Automatic,grey,1370000,13
Toyota,Camry,2002,283012,Nigerian used,C,Petrol,Automatic,gold,1201250,19
Infiniti,G,2005,89054,Foreign used,D,Petrol,Automatic,black,1707500,16
Toyota,Corolla,2004,288664,Nigerian used,D,Petrol,Automatic,white,1482500,17
Toyota,Corolla,2006,151382,Nigerian used,D,Petrol,Automatic,blue,1651250,15
Ssangyong,Rexton,2006,130715,Nigerian used,D,Petrol,Automatic,blue,582500,15
Ford,Expedition,2007,168377,Nigerian used,C,Petrol,Automatic,black,1472500,14
Kia,Rio,2017,14120,Nigerian used,B,Petrol,Automatic,silver,3395000,4
Toyota,Corolla,2014,174030,Foreign used,D,Petrol,Automatic,black,5420000,7
Toyota,Corolla,2014,79804,Foreign used,D,Petrol,Automatic,grey,4857500,7
Toyota,Corolla,2004,140949,Nigerian used,E,Petrol,Automatic,silver,1482500,17
Land Rover,Lr3,2005,174160,Nigerian used,E,Petrol,Automatic,silver,1707500,16
Mitsubishi,Montero,2002,254406,Nigerian used,D,Petrol,Automatic,silver,863750,19
Toyota,Camry,2010,10444,Foreign used,C,Petrol,Automatic,grey,3620000,11
Volkswagen,Passat,2001,141667,Foreign used,D,Petrol,Manual,silver,1145000,20
Toyota,Camry,1999,254717,Foreign used,D,Petrol,Automatic,grey,751250,22
Lexus,Gs 300,2004,296610,Nigerian used,C,Petrol,Automatic,black,1032500,17
Toyota,Camry,2009,101943,Nigerian used,E,Petrol,Automatic,red,1820000,12
Mercedes-Benz,R350,2006,124488,Nigerian used,C,Petrol,Automatic,silver,2270000,15
Volkswagen,Jetta,2010,196302,Nigerian used,D,Petrol,Automatic,black,910000,11
Mercedes-Benz,C300,2011,182118,Nigerian used,C,Petrol,Automatic,grey,2551250,10
Toyota,Camry,2002,231684,Nigerian used,D,Petrol,Automatic,silver,1088750,19
Acura,Tl,2010,64838,Foreign used,C,Petrol,Automatic,black,3395000,11
Lexus,Is 250,2008,212577,Nigerian used,D,Petrol,Automatic,black,3001250,13
BMW,X5,2006,109009,Nigerian used,C,Petrol,Automatic,black,2270000,15
Chevrolet,Epica,2007,127425,Nigerian used,D,Petrol,Automatic,silver,807500,14
Saturn,VUE,2007,195778,Nigerian used,D,Petrol,Automatic,brown,1707500,14
Ford,Taurus,2004,170342,Nigerian used,D,Petrol,Automatic,silver,526250,17
Infiniti,Qx,1998,243144,Nigerian used,E,Petrol,Automatic,gold,413750,23
Chrysler,300,2005,252390,Nigerian used,D,Petrol,Automatic,green,751250,16
Land Rover,Lr3,2006,92619,Nigerian used,D,Petrol,Automatic,silver,1707500,15
Toyota,Corolla,2004,191516,Nigerian used,D,Petrol,Automatic,red,1370000,17
Lexus,Es 350,2008,84209,Nigerian used,C,Petrol,Automatic,silver,3395000,13
Toyota,Camry,2005,158455,Nigerian used,D,Petrol,Automatic,grey,1426250,16
Honda,Insight,2010,124225,Foreign used,D,Hybrid,Automatic,blue,3170000,11
Acura,Rl,2002,175382,Nigerian used,D,Petrol,Automatic,black,526250,19
Mercedes-Benz,C300,2010,97565,Nigerian used,C,Petrol,Automatic,black,3395000,11
Nissan,Altima,1998,201077,Nigerian used,D,Petrol,Automatic,gold,470000,23
Mercedes-Benz,C300,2008,97044,Nigerian used,D,Petrol,Automatic,black,2270000,13
Kia,Sorento,2005,149087,Nigerian used,D,Petrol,Automatic,black,976250,16
Toyota,Corolla,2006,135532,Nigerian used,D,Petrol,Automatic,black,1763750,15
Mercedes-Benz,Gl450,2007,109703,Nigerian used,C,Petrol,Automatic,black,5610000,14
Acura,Mdx,2006,80118,Nigerian used,C,Petrol,Automatic,gold,1370000,15
Nissan,Pathfinder,2006,119146,Nigerian used,D,Petrol,Automatic,silver,1370000,15
Mercedes-Benz,Glk350,2013,34932,Nigerian used,D,Petrol,Automatic,black,6545000,8
Nissan,Armada,2005,69789,Nigerian used,E,Petrol,Automatic,black,807500,16
Volkswagen,Golf,2004,190660,Nigerian used,D,Petrol,Automatic,black,1032500,17
Lexus,Rx,2004,168897,Nigerian used,D,Petrol,Automatic,silver,2157500,17
Toyota,Sienna,1999,206040,Nigerian used,E,Petrol,Automatic,green,953750,22
Mercedes-Benz,C300,2009,121816,Nigerian used,D,Petrol,Automatic,grey,2607500,12
Hyundai,Sonata,2014,98512,Nigerian used,C,Petrol,Automatic,grey,2776250,7
Mercedes-Benz,C300,2010,85870,Foreign used,D,Petrol,Automatic,black,3282500,11
Toyota,Sequoia,2003,281630,Nigerian used,E,Petrol,Automatic,black,976250,18
Toyota,Venza,2014,64903,Foreign used,D,Petrol,Automatic,black,6432500,7
Land Rover,Range Rover Sport,2010,125156,Nigerian used,D,Petrol,Automatic,black,6770000,11
Honda,Accord,2004,157748,Nigerian used,D,Petrol,Automatic,grey,695000,17
Mazda,626,1997,308478,Nigerian used,E,Petrol,Manual,white,335000,24
Suzuki,Grand Vitara,2014,109836,Nigerian used,D,Petrol,Automatic,black,1707500,7
Nissan,Primera,2005,189745,Nigerian used,D,Petrol,Automatic,silver,807500,16
Honda,Pilot,2012,95080,Nigerian used,E,Petrol,Automatic,black,5082500,9
Honda,Pilot,2012,110036,Nigerian used,D,Petrol,Automatic,black,5082500,9
Honda,Cr-V,2004,102265,Nigerian used,E,Petrol,Automatic,black,807500,17
BMW,X6,2010,55890,Nigerian used,D,Petrol,Automatic,black,3957500,11
Acura,Mdx,2005,110761,Foreign used,C,Petrol,Automatic,blue,1685000,16
Ford,Taurus,2010,205321,Foreign used,C,Petrol,Automatic,silver,3282500,11
Acura,Tl,2010,207963,Nigerian used,D,Petrol,Automatic,grey,1690000,11
Honda,Odyssey,2006,240008,Nigerian used,C,Petrol,Automatic,grey,1145000,15
Toyota,Sienna,2011,219443,Foreign used,C,Petrol,Automatic,wine,5645000,10
Lexus,Gx470,2006,52643,Nigerian used,D,Petrol,Automatic,black,2270000,15
Toyota,Highlander,2008,99446,Nigerian used,C,Petrol,Automatic,blue,4182500,13
Toyota,Sienna,2004,198191,Nigerian used,C,Petrol,Automatic,grey,1707500,17
Ford,Taurus,2010,234286,Foreign used,C,Petrol,Automatic,white,3395000,11
Mercedes-Benz,R350,2008,151723,Foreign used,D,Petrol,Automatic,black,2832500,13
Honda,Odyssey,2008,125737,Nigerian used,D,Petrol,Automatic,silver,751250,13
Mercedes-Benz,E350,2011,103328,Nigerian used,C,Petrol,Automatic,black,4520000,10
Ford,Edge,2007,165490,Nigerian used,C,Petrol,Automatic,gold,1697500,14
Toyota,Camry,2016,54444,Foreign used,D,Petrol,Automatic,black,6421250,5
GAC,GA3-S,2016,68221,Nigerian used,C,Petrol,Automatic,gold,1932500,5
Toyota,Corolla,2015,82001,Nigerian used,B,Petrol,Automatic,blue,4745000,6
Toyota,Sienna,2011,83829,Foreign used,C,Petrol,Automatic,black,4407500,10
Toyota,Land Cruiser Prado,2007,166417,Nigerian used,D,Petrol,Automatic,black,3845000,14
Toyota,Camry,1997,216800,Nigerian used,D,Petrol,Automatic,green,526250,24
Nissan,Versa,2007,283061,Foreign used,E,Petrol,Automatic,grey,1505000,14
Ford,Figo,2012,17833,Nigerian used,C,Petrol,Manual,black,863750,9
Toyota,Sienna,2009,111208,Foreign used,C,Petrol,Automatic,silver,2495000,12
Hyundai,H1,2016,58838,Nigerian used,C,Petrol,Automatic,grey,4745000,5
Lexus,Rx 350,2007,205931,Nigerian used,C,Petrol,Automatic,gold,3057500,14
Toyota,Sienna,2005,145657,Foreign used,E,Petrol,Automatic,silver,2607500,16
BMW,5 Series,2003,213394,Nigerian used,D,Petrol,Automatic,black,1370000,18
Toyota,Camry,2000,213616,Nigerian used,D,Petrol,Automatic,grey,807500,21
Toyota,Camry,2000,214352,Foreign used,C,Petrol,Automatic,black,1347500,21
Mercedes-Benz,C280,2006,223952,Nigerian used,C,Petrol,Automatic,white,1932500,15
Toyota,4Runner,2007,135380,Nigerian used,E,Petrol,Automatic,white,2270000,14
Volkswagen,Beatle,2002,169056,Nigerian used,D,Petrol,Automatic,silver,695000,19
Hyundai,I10,2014,96022,Nigerian used,E,Petrol,Manual,black,751250,7
Honda,Accord,2003,152950,Nigerian used,C,Petrol,Automatic,black,695000,18
Honda,Pilot,2003,153159,Nigerian used,D,Petrol,Automatic,black,920000,18
Mercedes-Benz,E350,2006,161294,Nigerian used,C,Petrol,Automatic,blue,2832500,15
Mercedes-Benz,C350,2008,148497,Foreign used,C,Petrol,Automatic,silver,4295000,13
Mazda,Tribute,2002,125346,Foreign used,C,Petrol,Automatic,black,1707500,19
Toyota,Matrix,2003,299999,Foreign used,D,Petrol,Automatic,red,1876250,18
Honda,Pilot,2009,78123,Nigerian used,D,Petrol,Automatic,blue,2270000,12
Pontiac,Vibe,2004,166247,Foreign used,C,Petrol,Automatic,silver,2213750,17
Toyota,Corolla,2009,23753,Nigerian used,C,Petrol,Automatic,gold,2270000,12
Nissan,Pathfinder,2011,53993,Nigerian used,C,Petrol,Automatic,black,2607500,10
Mercedes-Benz,Ml350,2004,286603,Foreign used,E,Petrol,Automatic,black,3507500,17
Lexus,Rx 350,2007,175846,Nigerian used,C,Petrol,Automatic,grey,3620000,14
Mitsubishi,Endeavor,2005,231600,Foreign used,D,Petrol,Automatic,black,1201250,16
Mercedes-Benz,R350,2006,138357,Nigerian used,C,Petrol,Automatic,grey,2210000,15
Toyota,Rav4,2004,221807,Nigerian used,D,Petrol,Automatic,silver,1257500,17
MG,350s,2014,67502,Nigerian used,C,Petrol,Automatic,gold,1257500,7
Toyota,Venza,2013,153859,Foreign used,C,Petrol,Automatic,black,5420000,8
Honda,Accord,2015,120343,Foreign used,C,Petrol,Automatic,silver,4520000,6
