manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price
Lexus,Es,2005,176486,Nigerian used,C,Petrol,Automatic,silver,1735000
Mercedes-Benz,Ml350,2008,204436,Foreign used,C,Petrol,Automatic,black,4610000
Mercedes-Benz,Gl450,2012,158468,Nigerian used,D,Petrol,Automatic,white,5760000
Nissan,Pathfinder,2007,90434,Nigerian used,D,Petrol,Automatic,blue,1145000
Toyota,Corolla,2005,87773,Foreign used,E,Petrol,Automatic,blue,2195000
Lexus,Es 300,2002,221044,Nigerian used,D,Petrol,Automatic,gold,1600000
Toyota,Avalon,1996,262770,Nigerian used,E,Petrol,Automatic,red,413750
Acura,Zdx,2010,1,Nigerian used,C,Petrol,Automatic,brown,4150000
Honda,Pilot,2012,77559,Nigerian used,C,Petrol,Automatic,blue,4610000
Honda,Accord Crosstour,2010,423378,Foreign used,C,Petrol,Automatic,black,4035000
Ford,F-150,2008,109462,Foreign used,E,Petrol,Automatic,gold,2870000
Jeep,Wrangler,2019,68,New,A,Petrol,Automatic,white,32000000
Toyota,Corolla,2014,118198,Nigerian used,C,Petrol,Automatic,black,3805000
Chrysler,Pacifica,2004,92123,Nigerian used,E,Petrol,Automatic,blue,585000
Fiat,Fullback,2000,246629,Foreign used,D,Diesel,Manual,white,2310000
Peugeot,407,2005,176545,Nigerian used,D,Petrol,Automatic,blue,1160000
Toyota,Corolla,2011,198975,Nigerian used,D,Petrol,Automatic,blue,2832500
Toyota,Avensis,2006,264509,Foreign used,E,Petrol,Manual,cream,1595000
Toyota,Rav4,2008,1,Nigerian used,D,Petrol,Automatic,silver,2157500
Suzuki,Sx4,2008,134134,Nigerian used,E,Petrol,Automatic,wine,470000
Toyota,Avensis,2013,106926,Nigerian used,D,Petrol,Automatic,grey,3230000
Land Rover,Range Rover HSE,2008,106587,Nigerian used,E,Petrol,Automatic,grey,4610000
Land Rover,Lr4,2011,126101,Foreign used,C,Petrol,Automatic,grey,9785000
Nissan,Pathfinder,2002,154863,Nigerian used,D,Petrol,Automatic,gold,757500
Honda,Cr-V,2000,159016,Nigerian used,E,Petrol,Automatic,silver,616250
Hyundai,Elantra,2017,10559,Foreign used,C,Petrol,Automatic,red,6335000
Lexus,Gs 300,2006,174168,Nigerian used,E,Petrol,Automatic,wine,1735000
Mercedes-Benz,Sprinter,2012,4982,Foreign used,B,Diesel,Automatic,silver,28760000
Toyota,Sienna,2006,287574,Nigerian used,D,Petrol,Automatic,grey,1206000
Ford,Mustang,2006,147224,Foreign used,D,Petrol,Automatic,red,2885000
Hyundai,I10,2011,68250,Nigerian used,E,Petrol,Automatic,black,757500
Nissan,Quest,2000,175250,Nigerian used,E,Petrol,Automatic,blue,815000
Infiniti,i35,1996,186690,Nigerian used,D,Petrol,Automatic,gold,391250
Lexus,Gs 300,1994,298715,Nigerian used,D,Petrol,Automatic,green,670000
Toyota,Rav4,2003,105426,Nigerian used,E,Petrol,Automatic,green,1102500
Honda,Odyssey,2015,125168,Foreign used,C,Petrol,Automatic,grey,6545000
Nissan,Altima,1999,179999,Nigerian used,E,Petrol,Automatic,black,447000
Lexus,Es 300,2002,115081,Foreign used,C,Petrol,Automatic,gold,2425000
BMW,3 Series,2009,155960,Foreign used,C,Petrol,Automatic,grey,3000000
Jeep,Compass,2019,68,New,A,Petrol,Automatic,blue,19900000
Jeep,Grand Cherokee Premium Brand,2019,66,New,A,Petrol,Automatic,black,31500000
Jeep,Grand Cherokee Luxury  brand,2019,83,New,A,Petrol,Automatic,black,29000000
Jeep,Grand Cherokee SRT,2019,83,New,A,Petrol,Automatic,black,50000000
BMW,7 Series,2002,0,Nigerian used,D,Petrol,Automatic,green,1620000
Land Rover,Range Rover HSE,2009,57854,Nigerian used,D,Petrol,Automatic,grey,2885000
Porsche,Cayenne,2005,68679,Nigerian used,D,Petrol,Automatic,black,2540000
Audi,A6,1998,203017,Foreign used,E,Petrol,Automatic,grey,930000
Nissan,Primera,2005,263401,Foreign used,C,Petrol,Manual,green,1045000
Land Rover,Range Rover Sport,2012,71450,Nigerian used,B,Petrol,Automatic,black,8060000
Honda,Accord,2006,136949,Nigerian used,D,Petrol,Automatic,grey,930000
Acura,Mdx,2001,216511,Nigerian used,E,Petrol,Automatic,black,930000
Peugeot,406,2001,215000,Nigerian used,E,Petrol,Automatic,black,470000
Mercedes-Benz,Gl450,2011,338145,Foreign used,D,Petrol,Automatic,black,8060000
Mercedes-Benz,Glk350,2012,50943,Foreign used,C,Petrol,Automatic,white,7140000
Mazda,Tribute,2002,161968,Nigerian used,D,Petrol,Automatic,grey,527500
Mercedes-Benz,Ml320,1998,1,Nigerian used,D,Petrol,Automatic,wine,1735000
Jeep,Grand Cherokee,2000,230296,Nigerian used,E,Petrol,Automatic,brown,470000
Toyota,Avalon,2006,181914,Nigerian used,C,Petrol,Automatic,grey,1505000
Dodge,Ram,1997,153315,Nigerian used,E,Petrol,Automatic,white,1102500
Nissan,Almera,1998,106289,Nigerian used,D,Petrol,Manual,silver,355000
Volkswagen,Golf,2008,115490,Nigerian used,C,Petroleum Gas,Manual,blue,1620000
BMW,320i,2010,69025,Nigerian used,D,Petrol,Automatic,black,1850000
Peugeot,607,2003,229154,Foreign used,E,Petrol,Manual,silver,900000
Hyundai,Sonata,2011,97922,Nigerian used,C,Petrol,Automatic,grey,1965000
Ford,Escape,2013,203863,Nigerian used,D,Petrol,Automatic,black,2540000
Nissan,Altima,2007,170495,Foreign used,D,Petrol,Automatic,red,1850000
Mercedes-Benz,Gl450,2010,185873,Foreign used,E,Petrol,Automatic,black,6335000
Nissan,Primera,2003,104422,Nigerian used,E,Petrol,Automatic,silver,550500
Volkswagen,Touareg,2004,99594,Foreign used,D,Petrol,Automatic,grey,1160000
Infiniti,Qx56,2013,30625,Nigerian used,C,Petrol,Automatic,black,6910000
Kia,Rio,2014,120869,Nigerian used,D,Petrol,Manual,black,757500
Honda,Accord,2002,225511,Nigerian used,D,Petrol,Manual,gold,585000
Toyota,Camry,2007,117759,Nigerian used,E,Petrol,Automatic,blue,1447500
Peugeot,307,2006,342121,Nigerian used,D,Petrol,Manual,blue,527500
Audi,A4,2011,54519,Nigerian used,D,Petrol,Automatic,brown,2655000
Toyota,Avalon,2012,219133,Foreign used,C,Petrol,Automatic,black,3805000
Lexus,Rx 300,2002,295119,Foreign used,C,Petrol,Automatic,white,2252500
Mercedes-Benz,C220 Cdi,1994,354159,Nigerian used,E,Petrol,Automatic,red,447000
Peugeot,407,2007,92785,Foreign used,C,Petrol,Automatic,green,1505000
Toyota,Highlander,2012,126078,Nigerian used,E,Petrol,Automatic,black,5472500
Kia,Opirus,2004,180015,Nigerian used,D,Petrol,Automatic,black,527500
Toyota,Corolla,2001,242381,Nigerian used,E,Petrol,Automatic,black,527500
Honda,Accord,2007,109064,Nigerian used,D,Petrol,Automatic,black,1160000
Toyota,HiAce,2010,227355,Nigerian used,D,Petrol,Manual,white,2600000
Ford,Focus,2003,155207,Nigerian used,E,Petrol,Automatic,red,642500
Ford,Edge,2007,147856,Nigerian used,C,Petrol,Automatic,black,1965000
Toyota,Yaris,2015,128719,Foreign used,C,Petrol,Automatic,white,4247750
Toyota,Sienna,2005,102817,Foreign used,C,Petrol,Automatic,silver,3000000
Ford,F-150,2001,177241,Nigerian used,E,Petrol,Automatic,red,930000
Kia,Rio,2014,118673,Nigerian used,D,Petrol,Automatic,black,1505000
Toyota,Corolla,2004,165416,Nigerian used,C,Petrol,Manual,grey,1850000
Volkswagen,Passat,2006,87815,Nigerian used,D,Petrol,Automatic,silver,1160000
Honda,Civic,2014,101023,Nigerian used,D,Petrol,Manual,black,1965000
Lexus,Rx 300,2002,232659,Nigerian used,C,Petrol,Automatic,gold,1735000
Honda,Cr-V,2002,233369,Nigerian used,D,Petrol,Automatic,black,815000
Lexus,Es,2002,128384,Nigerian used,C,Petrol,Automatic,silver,1735000
Toyota,Corolla,2009,102074,Foreign used,E,Petrol,Automatic,grey,2885000
Innoson,IVMG5,2013,58333,Nigerian used,E,Petrol,Manual,white,582500
Honda,Accord,2005,186908,Nigerian used,E,Petrol,Automatic,silver,930000
Toyota,Camry,2009,102674,Foreign used,D,Petrol,Automatic,grey,2080000
Toyota,Corolla,2006,188177,Nigerian used,D,Petrol,Automatic,grey,1677500
Nissan,Altima,2008,243476,Nigerian used,D,Petrol,Automatic,white,987500
Dodge,Charger,2012,148264,Foreign used,C,Petrol,Automatic,blue,5760000
Mercedes-Benz,Glk350,2013,86199,Foreign used,C,Petrol,Automatic,white,8060000
Peugeot,607,2002,350999,Nigerian used,C,Petrol,Manual,silver,930000
BMW,X5,2012,126186,Foreign used,C,Petrol,Automatic,black,6335000
Hyundai,Elantra,2013,122397,Nigerian used,C,Petrol,Automatic,black,1914000
Lexus,Rx 300,2001,223092,Nigerian used,D,Petrol,Automatic,blue,1160000
GMC,Acadia,2007,0,Nigerian used,D,Petrol,Automatic,grey,1275000
Nissan,Altima,2002,238050,Nigerian used,E,Petrol,Automatic,silver,470000
Land Rover,Range Rover Sport,2008,46683,Nigerian used,D,Petrol,Automatic,silver,3460000
Hyundai,Santa Fe,2004,174658,Nigerian used,E,Petrol,Automatic,silver,700000
Kia,Sorento,2005,243676,Foreign used,E,Petrol,Automatic,silver,1505000
Ford,Edge,2010,86999,Foreign used,C,Petrol,Automatic,silver,2770000
Toyota,4Runner,2008,66866,Nigerian used,D,Petrol,Automatic,silver,3345000
BMW,X3,2007,132847,Foreign used,D,Petrol,Automatic,black,2080000
Hyundai,H1,1998,258197,Nigerian used,E,Petrol,Manual,blue,412500
Nissan,Pulsar,2008,460760,Nigerian used,D,Petrol,Manual,black,527500
Infiniti,Qx,1999,171963,Nigerian used,D,Petrol,Automatic,black,412500
Lexus,Ls,1997,330067,Nigerian used,D,Petrol,Automatic,silver,470000
Acura,Mdx,2007,173669,Foreign used,E,Petrol,Automatic,grey,2885000
Toyota,Highlander,2008,238517,Foreign used,E,Hybrid,Automatic,wine,4035000
Infiniti,Fx,2003,251442,Foreign used,D,Petrol,Automatic,silver,1735000
Toyota,Sienna,2017,5683,Foreign used,E,Petrol,Automatic,black,9210000
Infiniti,Fx,2005,185965,Nigerian used,E,Petrol,Automatic,black,1217500
Nissan,Xterra,2000,143191,Nigerian used,D,Petrol,Automatic,blue,930000
Chevrolet,Venture,1999,1,Nigerian used,E,Petrol,Automatic,red,585000
Toyota,Camry,1998,145234,Nigerian used,D,Petrol,Automatic,silver,700000
Mercedes-Benz,Cls500,2006,49844,Nigerian used,D,Petrol,Automatic,grey,1390000
Mercedes-Benz,C300,2010,110755,Nigerian used,C,Petrol,Automatic,black,4610000
Mercedes-Benz,Glk350,2014,117992,Nigerian used,C,Petrol,Automatic,grey,9210000
Toyota,Sienna,2011,156851,Foreign used,C,Petrol,Automatic,silver,5185000
Volkswagen,Passat,2011,146084,Nigerian used,D,Petrol,Automatic,black,1850000
Toyota,Sienna,2004,112723,Nigerian used,E,Petrol,Automatic,grey,1620000
Lexus,Gx,2007,80864,Nigerian used,D,Petrol,Automatic,silver,2655000
Honda,Civic,2017,19977,Foreign used,B,Petrol,Automatic,blue,9210000
Toyota,Land Cruiser Prado,2014,163218,Nigerian used,C,Petrol,Automatic,black,17260000
Nissan,Altima,2014,84806,Nigerian used,C,Petrol,Automatic,silver,2655000
Toyota,Prius,2004,288537,Nigerian used,D,Hybrid,Automatic,silver,987500
Ford,Escape,2001,180655,Nigerian used,E,Petrol,Automatic,red,723000
Ford,Focus,2001,220553,Nigerian used,C,Petrol,Automatic,black,700000
Nissan,Murano,2003,130119,Foreign used,D,Petrol,Automatic,gold,1735000
Mercedes-Benz,S500,2011,47435,Nigerian used,D,Petrol,Automatic,black,9210000
BMW,320i,2001,354832,Foreign used,D,Petrol,Manual,black,815000
Chrysler,200,2015,7150,Foreign used,D,Petrol,Automatic,grey,5760000
Kia,Soul,2010,62008,Nigerian used,C,Petrol,Automatic,red,1160000
Nissan,Quest,1999,209061,Nigerian used,E,Petrol,Automatic,green,355000
Toyota,Camry,2012,74345,Nigerian used,E,Petrol,Automatic,silver,3957500
Nissan,Almera,2002,137928,Nigerian used,D,Petrol,Automatic,silver,872500
Toyota,Corolla,2010,191781,Nigerian used,D,Petrol,Automatic,silver,1758000
Honda,Accord,2015,88093,Foreign used,C,Petrol,Automatic,grey,4610000
Toyota,Highlander,2009,85087,Nigerian used,D,Petrol,Automatic,silver,3805000
Toyota,Corolla,2015,81653,Foreign used,C,Petrol,Automatic,white,5760000
Toyota,Sienna,2000,322270,Nigerian used,D,Petrol,Automatic,blue,642500
Toyota,Avalon,2002,206925,Nigerian used,C,Petrol,Automatic,grey,1045000
Nissan,Quest,2004,0,Nigerian used,C,Petrol,Automatic,blue,1045000
Jaguar,S-Type,2000,249646,Nigerian used,D,Petrol,Automatic,black,585000
Toyota,Venza,2009,112626,Nigerian used,C,Petrol,Automatic,brown,3920000
BMW,X6,2008,67430,Nigerian used,D,Petrol,Automatic,black,5185000
Honda,Accord Crosstour,2011,123456,Foreign used,C,Petrol,Automatic,black,4840000
Honda,Accord Crosstour,2011,72377,Nigerian used,E,Petrol,Automatic,white,2310000
Honda,Accord,2003,149777,Nigerian used,D,Petrol,Automatic,black,757500
Toyota,Corolla,2008,126194,Nigerian used,D,Petrol,Automatic,black,1735000
Toyota,Highlander,2011,132402,Foreign used,C,Petrol,Automatic,black,6450000
Peugeot,407,2008,175271,Nigerian used,E,Petrol,Manual,grey,700000
Ford,Edge,2009,170589,Nigerian used,E,Petrol,Automatic,black,2770000
Mercedes-Benz,Gl450,2012,55438,Foreign used,D,Petrol,Automatic,blue,5070000
Toyota,Camry,2015,57760,Nigerian used,C,Petrol,Automatic,grey,4955000
Honda,Pilot,2009,155689,Foreign used,C,Petrol,Automatic,brown,3230000
Mazda,626,1997,420414,Nigerian used,D,Petrol,Manual,red,585000
Nissan,Sentra,2013,40415,Nigerian used,C,Petrol,Automatic,black,2195000
Chevrolet,cobalt,2006,94459,Nigerian used,D,Petrol,Automatic,black,700000
Honda,Accord,2016,53857,Foreign used,C,Petrol,Automatic,white,7370000
Ford,Escape,2005,117507,Nigerian used,D,Petrol,Automatic,blue,987500
Toyota,Corolla,2015,77020,Foreign used,C,Petrol,Automatic,grey,5800000
Mazda,Millenia,2002,173874,Nigerian used,D,Petrol,Automatic,gold,585000
Nissan,Xterra,2004,152202,Nigerian used,E,Petrol,Automatic,blue,700000
Isuzu,Rodeo,1999,232447,Nigerian used,E,Petrol,Automatic,silver,527500
Ford,Explorer,2004,188875,Nigerian used,E,Petrol,Automatic,black,608000
Mazda,323,1996,363255,Nigerian used,D,Petrol,Manual,green,470000
Mercedes-Benz,C300,2008,47189,Nigerian used,C,Petrol,Automatic,white,3287500
Nissan,Pathfinder,1997,171211,Nigerian used,D,Petrol,Automatic,black,585000
Toyota,Camry,2009,195858,Nigerian used,C,Petrol,Automatic,sky blue,2540000
Honda,Accord Crosstour,2012,78237,Foreign used,C,Petrol,Automatic,green,3943000
Ford,Explorer,2013,105619,Nigerian used,C,Petrol,Automatic,black,3146000
Lexus,Es 350,2010,167598,Foreign used,D,Petrol,Automatic,black,4265000
Nissan,Xterra,2007,135588,Nigerian used,C,Petrol,Automatic,silver,1275000
Rolls-Royce,Ghost,2015,14101,Foreign used,A,Petrol,Automatic,black,155250000
Volkswagen,Passat,2014,36320,Nigerian used,B,Petrol,Automatic,grey,4610000
Mercedes-Benz,Ml350,2008,155268,Nigerian used,C,Petrol,Automatic,silver,2310000
Hyundai,H1,1999,190880,Nigerian used,C,Diesel,Manual,green,1102500
Honda,Accord,2013,124619,Nigerian used,C,Petrol,Automatic,black,4380000
Honda,Civic,2016,50856,Foreign used,E,Petrol,Automatic,blue,6335000
Toyota,Corolla,1999,257532,Nigerian used,D,Petrol,Automatic,black,585000
Honda,Accord,2012,103412,Nigerian used,C,Petrol,Automatic,grey,1735000
Honda,Accord,1995,210609,Nigerian used,D,Petrol,Automatic,blue,389500
Honda,Odyssey,2015,142834,Nigerian used,C,Petrol,Automatic,silver,5760000
Ford,Explorer,2013,112917,Nigerian used,D,Petrol,Automatic,black,2885000
Nissan,Pathfinder,2002,312906,Nigerian used,D,Petrol,Automatic,black,516000
Lexus,NX,2017,37125,Nigerian used,C,Petrol,Automatic,black,11510000
Toyota,Camry,2008,185647,Nigerian used,D,Petrol,Automatic,blue,1735000
Toyota,Corolla,2003,279693,Nigerian used,C,Petrol,Automatic,black,1505000
Volkswagen,Jetta,2004,0,Foreign used,C,Petrol,Automatic,black,1275000
Ford,Explorer,2016,57771,Nigerian used,D,Petrol,Automatic,silver,9210000
Nissan,Tiida,2005,169417,Nigerian used,E,Petrol,Automatic,silver,642500
Chevrolet,Alero,2012,78206,Foreign used,E,Petrol,Automatic,black,2310000
Nissan,Rogue,2008,138085,Foreign used,E,Petrol,Automatic,red,2705000
Toyota,Corolla,2010,92933,Nigerian used,D,Petrol,Automatic,silver,1850000
Toyota,Camry,2011,65344,Foreign used,E,Petrol,Automatic,red,2770000
Toyota,Camry,2010,239049,Foreign used,D,Petrol,Automatic,blue,2942500
Kia,Spectra,2008,226204,Nigerian used,D,Petrol,Automatic,red,700000
Lexus,Gx,2014,49830,Foreign used,D,Petrol,Automatic,grey,13810000
Toyota,Camry,1998,429959,Nigerian used,D,Petrol,Automatic,green,642500
Toyota,Land Cruiser Prado,2007,220543,Nigerian used,C,Petrol,Automatic,black,5760000
Dodge,Caravan,2002,201584,Nigerian used,D,Petrol,Automatic,blue,872500
Ford,Mustang,2015,74903,Foreign used,C,Petrol,Automatic,red,13810000
Toyota,Corolla,2017,15857,Foreign used,D,Petrol,Automatic,red,7000000
Honda,Accord,2001,225705,Nigerian used,E,Petrol,Automatic,silver,470000
Acura,Mdx,2001,174056,Nigerian used,D,Petrol,Automatic,gold,930000
Honda,Pilot,2011,188695,Foreign used,C,Petrol,Automatic,grey,4840000
Mercedes-Benz,C300,2016,81220,Foreign used,D,Petrol,Automatic,black,9210000
Ford,F-150,2015,55849,Foreign used,D,Petrol,Automatic,black,9850000
Toyota,Sienna,2005,110895,Nigerian used,C,Petrol,Automatic,gold,1850000
Honda,Accord,2016,44611,Foreign used,B,Petrol,Automatic,grey,6170000
Honda,Accord Crosstour,2014,45613,Foreign used,D,Petrol,Automatic,black,5300000
Peugeot,307,2003,189522,Foreign used,C,Petrol,Automatic,silver,1735000
Volkswagen,Jetta,2002,146060,Nigerian used,E,Petrol,Automatic,blue,470000
Toyota,Camry,2016,50484,Foreign used,D,Petrol,Automatic,black,6910000
Toyota,Corolla,2008,201328,Nigerian used,E,Petrol,Automatic,blue,1505000
Toyota,Corolla,2007,143819,Nigerian used,C,Petrol,Manual,silver,1735000
Ford,Taurus,2010,114949,Nigerian used,D,Petrol,Automatic,black,1735000
Toyota,Rav4,2017,23816,Foreign used,D,Petrol,Automatic,red,9785000
Honda,Accord,2012,156996,Nigerian used,D,Petrol,Automatic,black,1620000
Honda,Accord,2003,174710,Nigerian used,D,Petrol,Automatic,black,757500
Nissan,Pathfinder,2001,164897,Nigerian used,C,Petrol,Automatic,black,700000
Toyota,Camry,2011,141624,Nigerian used,D,Petrol,Automatic,grey,2310000
Peugeot,406,2004,369733,Nigerian used,C,Petrol,Automatic,grey,1045000
Volkswagen,Jetta,2015,59259,Foreign used,C,Petrol,Automatic,grey,3460000
Mercedes-Benz,R350,2006,258529,Foreign used,C,Petrol,Automatic,silver,3270250
Hyundai,Accent,2012,120605,Nigerian used,C,Petrol,Automatic,grey,1850000
Kia,Rio,2013,77632,Nigerian used,D,Petrol,Manual,black,930000
Mazda,Mpv,2001,182517,Nigerian used,E,Petrol,Automatic,silver,907000
Toyota,Rav4,2014,119816,Nigerian used,D,Petrol,Automatic,white,4610000
Volkswagen,Golf,1997,208124,Foreign used,C,Petrol,Manual,green,930000
Nissan,Versa,2008,101995,Foreign used,D,Petrol,Automatic,silver,1677500
Mercedes-Benz,E350,2012,48512,Nigerian used,D,Petrol,Automatic,white,6910000
Toyota,Camry,2000,242884,Nigerian used,D,Petrol,Automatic,red,834991
Ford,Escape,2008,151363,Nigerian used,E,Petrol,Automatic,red,1505000
Honda,Accord,2013,100116,Foreign used,D,Petrol,Automatic,black,3506000
Honda,Accord,2008,100290,Nigerian used,D,Petrol,Automatic,blue,1390000
Peugeot,406,2001,46062,Nigerian used,D,Petrol,Manual,silver,757500
Toyota,Camry,2010,176780,Foreign used,C,Petrol,Automatic,black,2885000
Mercedes-Benz,E350,2006,184914,Foreign used,C,Petrol,Automatic,grey,2885000
Honda,Pilot,2006,226649,Nigerian used,C,Petrol,Automatic,gold,1505000
Honda,Pilot,2009,62863,Foreign used,C,Petrol,Automatic,blue,3460000
Kia,Mohave,2012,51022,Nigerian used,C,Petrol,Automatic,black,5760000
Hyundai,Santa Fe,2006,107420,Nigerian used,C,Petrol,Automatic,blue,1160000
Chevrolet,Cruze,2016,111770,Foreign used,C,Petrol,Automatic,white,2000000
Chevrolet,Cruze,2016,109269,Foreign used,C,Petrol,Automatic,white,2000000
Chevrolet,Cruze,2016,76162,Foreign used,C,Petrol,Automatic,white,2000000
Toyota,Camry,2013,132976,Foreign used,E,Petrol,Automatic,grey,4610000
Audi,A6,1998,291222,Nigerian used,D,Petrol,Manual,blue,412500
Nissan,Pathfinder,2006,132260,Nigerian used,C,Petrol,Automatic,grey,1160000
Toyota,Highlander,2003,185502,Nigerian used,D,Petrol,Automatic,white,1677500
Kia,Sportage,2013,64428,Nigerian used,C,Petrol,Automatic,grey,5185000
Acura,Tl,2005,187134,Foreign used,D,Petrol,Automatic,gold,1620000
Lexus,Rx 330,2004,78926,Nigerian used,D,Petrol,Automatic,silver,1505000
Toyota,Camry,2011,203483,Foreign used,C,Petrol,Automatic,grey,3115000
Dodge,Caravan,2008,252000,Foreign used,E,Petrol,Automatic,blue,2310000
Lexus,Lx,1998,213809,Nigerian used,D,Petrol,Automatic,black,930000
Lexus,Rx 300,2000,53100,Nigerian used,D,Petrol,Automatic,gold,1505000
Lexus,Gs 330,2008,196562,Nigerian used,E,Petrol,Automatic,white,2655000
BMW,3 Series,2006,130850,Foreign used,C,Petrol,Automatic,black,3460000
Chrysler,200,2012,111128,Foreign used,D,Petrol,Automatic,silver,2310000
Nissan,Maxima,2011,66504,Nigerian used,C,Petrol,Automatic,grey,2540000
BMW,3 Series,2010,219254,Foreign used,C,Petrol,Automatic,black,3460000
Ford,Flex,2011,133998,Foreign used,C,Petrol,Automatic,blue,2310000
Acura,Mdx,2008,169865,Nigerian used,C,Petrol,Automatic,gold,2425000
Volkswagen,Passat,2010,141301,Nigerian used,E,Petrol,Automatic,black,2310000
Lexus,Gx,2006,98909,Nigerian used,C,Petrol,Automatic,silver,5185000
Toyota,Sienna,2004,297812,Nigerian used,E,Petrol,Automatic,silver,1160000
Nissan,Rogue,2010,158589,Nigerian used,D,Petrol,Automatic,white,2080000
Audi,A3,1998,319512,Nigerian used,C,Petrol,Manual,blue,700000
Honda,Pilot,2003,212790,Nigerian used,E,Petrol,Automatic,black,872500
Toyota,Corolla,2016,84158,Foreign used,D,Petrol,Automatic,brown,4955000
Toyota,Solara,2008,150168,Nigerian used,D,Petrol,Automatic,grey,1505000
Mercedes-Benz,E350,2013,31285,Nigerian used,D,Petrol,Automatic,black,5760000
Land Rover,Range Rover Sport,2014,26393,Nigerian used,B,Petrol,Automatic,black,23010000
BMW,3 Series,2007,149148,Nigerian used,D,Petrol,Automatic,black,1160000
Toyota,Prius,2006,234419,Nigerian used,D,Hybrid,Automatic,green,2080000
Mercedes-Benz,Gl450,2007,149003,Nigerian used,D,Petrol,Automatic,black,2080000
Lexus,Rx 330,2004,143252,Nigerian used,D,Petrol,Automatic,gold,2310000
Ford,Explorer,2014,99500,Nigerian used,E,Petrol,Automatic,red,2500000
Land Rover,Range Rover HSE,2007,168656,Foreign used,D,Petrol,Automatic,black,4380000
Toyota,Celica,2003,94406,Nigerian used,C,Petrol,Automatic,red,1735000
Toyota,Sienna,2012,70531,Foreign used,D,Petrol,Automatic,white,4610000
Toyota,Corolla,2009,140648,Nigerian used,D,Petrol,Automatic,gold,1505000
Ford,Focus,2014,112348,Foreign used,C,Petrol,Automatic,silver,2712500
Mercedes-Benz,Gl450,2012,77377,Nigerian used,C,Petrol,Automatic,silver,7322500
Ford,Escape,2013,157999,Foreign used,E,Petrol,Automatic,black,3460000
Mercedes-Benz,Ml350,2005,200309,Foreign used,D,Petrol,Automatic,blue,1725000
Volkswagen,Golf,2001,168575,Foreign used,E,Petrol,Manual,silver,930000
Mercedes-Benz,C300,2016,7289,Nigerian used,D,Petrol,Automatic,black,8060000
Hyundai,Elantra,2014,125550,Nigerian used,C,Petrol,Automatic,black,2885000
Hummer,H3,2006,130450,Foreign used,D,Petrol,Automatic,black,3833750
Mercedes-Benz,Glk350,2012,186104,Nigerian used,C,Petrol,Automatic,black,6910000
Lexus,Rx 300,1999,101434,Foreign used,C,Petrol,Automatic,gold,1965000
Mercedes-Benz,C200,2008,150775,Nigerian used,D,Petrol,Automatic,white,1735000
Toyota,Camry,2011,141498,Foreign used,D,Petrol,Automatic,black,2908000
Skoda,Octavia,2007,88089,Nigerian used,D,Petrol,Automatic,green,987500
Toyota,Sienna,2001,215818,Nigerian used,E,Petrol,Automatic,silver,1102500
Mercedes-Benz,Gl450,2008,1,Nigerian used,D,Petrol,Automatic,gold,4840000
Honda,Accord,2008,219348,Nigerian used,D,Petrol,Automatic,black,1447500
Hyundai,Sonata,2011,127577,Foreign used,D,Petrol,Automatic,silver,2195000
Nissan,Frontier,2003,284711,Nigerian used,C,Petrol,Automatic,blue,2425000
Nissan,Altima,2008,310457,Foreign used,D,Petrol,Automatic,grey,1332500
Acura,Mdx,2006,192322,Nigerian used,E,Petrol,Automatic,grey,1160000
Land Rover,Range Rover Sport,2007,77982,Nigerian used,C,Petrol,Automatic,black,4380000
Honda,Pilot,2005,70119,Foreign used,C,Petrol,Automatic,grey,2310000
Lexus,Rx 330,2006,109524,Nigerian used,C,Petrol,Automatic,silver,2540000
Infiniti,Ex,2008,94703,Foreign used,C,Petrol,Automatic,grey,2310000
Honda,Accord,2008,111312,Nigerian used,D,Petrol,Automatic,white,1562500
Volkswagen,Jetta,2001,218903,Nigerian used,E,Petrol,Automatic,red,700000
Honda,Accord,2004,226169,Nigerian used,E,Petrol,Automatic,grey,642500
Infiniti,Qx,2001,1,Nigerian used,E,Petrol,Automatic,ash,633500
Land Rover,Range Rover Sport,2005,142209,Nigerian used,D,Petrol,Automatic,green,3000000
Honda,Odyssey,2008,76830,Foreign used,C,Petrol,Automatic,white,2425000
Toyota,Rav4,2011,94692,Nigerian used,C,Petrol,Automatic,grey,3460000
Toyota,Corolla,2016,6693,Foreign used,B,Petrol,Automatic,black,5760000
Mercedes-Benz,C300,2012,77798,Foreign used,B,Petrol,Automatic,gold,5645000
Ford,Focus,2014,49425,Nigerian used,C,Petrol,Automatic,black,4610000
Toyota,Sequoia,2005,184555,Nigerian used,E,Petrol,Automatic,grey,2310000
Toyota,Land Cruiser,2008,74643,Foreign used,D,Petrol,Automatic,black,14040000
Honda,Accord,2019,11243,Nigerian used,B,Petrol,Automatic,black,8635000
Toyota,Corolla,2011,150028,Foreign used,C,Petrol,Automatic,silver,3460000
Infiniti,i35,2001,207565,Nigerian used,D,Petrol,Automatic,silver,527500
Land Rover,Lr3,2005,114289,Nigerian used,D,Petrol,Duplex,silver,2080000
Toyota,Land Cruiser Prado,2014,92431,Nigerian used,C,Petrol,Automatic,black,11510000
Ford,Focus,2011,89438,Nigerian used,E,Petrol,Manual,blue,930000
Ford,Escape,2008,418831,Nigerian used,E,Petrol,Automatic,blue,1160000
